label_text,label_count,label_statuses,slides,rank,score,kit_id,kit_brand,kit_scale,kit_name,kit_serial,match_reasons
AMT The Champ Mustang II Funny Car,1,identified_in_this_image,Star_Destroyer_workbench,2,53.1,220,AMT,1/25,DRAGRAY Corvette Funny Car,T352,"vendor; tokens=amt,car,funny"
AMT The Champ Mustang II Funny Car,1,identified_in_this_image,Star_Destroyer_workbench,3,51.4,230,AMT,1/25,Mopower Plymouth Funny Car T351,T351,"vendor; tokens=amt,car,funny"
AMT Tommy Ivo Dragster,1,identified_in_this_image,Star_Destroyer_right,1,48.7,245,AMT,1/25,Twin Engine Dragster Two Much,T400-225,"vendor; tokens=amt,dragster"
AMT Tommy Ivo Dragster,1,identified_in_this_image,Star_Destroyer_right,2,47.3,242,AMT,1/25,Steve McGee Black Beauty Wedge Dragster,T176,"vendor; tokens=amt,dragster"
AMT Tommy Ivo Dragster,1,identified_in_this_image,Star_Destroyer_right,3,43.5,241,AMT,1/25,Right On! MAVERICK DRAG PRO STOCKER,T348-225,vendor; tokens=amt
AMT Trailmobile,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Erland_Y,1,47.2,244,AMT,1/25,Trailmobile/Allied Moving Van,T-564,vendor; tokens=amt
AMT Trailmobile,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Erland_Y,2,46.7,240,AMT,1/25,Peterbilt Wrecker,T522,vendor; tokens=amt
AMT Trailmobile,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Erland_Y,3,45.1,218,AMT,1/25,Diamond Reo,T537,vendor; tokens=amt
AMT Two Much,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Tie_Attack,1,54.1,245,AMT,1/25,Twin Engine Dragster Two Much,T400-225,"vendor; tokens=amt,much,two"
AMT Two Much,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Tie_Attack,2,44.7,217,AMT,1/25,Crew Chief,T340-225,vendor; tokens=amt
AMT Two Much,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Tie_Attack,3,42.3,234,AMT,1/25,New Ford Pickup,T387,vendor; tokens=amt
AMT White Freightliner,14,identified_elsewhere | identified_in_this_image | other_or_unstyled,???? | Blockade_Runner | Blockade_Runner_02 | Erland_Peterson | ILM_KITS | ILM_Shop_Image | Landspeeder_04 | Sandcrawler_back | Staff | Star_Destroyer_right | X_03 | Xwing_back,1,56.2,246,AMT,1/25,White Freightliner Dual Drive Truck Tractor,T-568,"vendor; tokens=amt,freightliner,white"
AMT White Freightliner,14,identified_elsewhere | identified_in_this_image | other_or_unstyled,???? | Blockade_Runner | Blockade_Runner_02 | Erland_Peterson | ILM_KITS | ILM_Shop_Image | Landspeeder_04 | Sandcrawler_back | Staff | Star_Destroyer_right | X_03 | Xwing_back,2,53.3,247,AMT,1/25,White Western Star,T-541,"vendor; tokens=amt,white"
AMT White Freightliner,14,identified_elsewhere | identified_in_this_image | other_or_unstyled,???? | Blockade_Runner | Blockade_Runner_02 | Erland_Peterson | ILM_KITS | ILM_Shop_Image | Landspeeder_04 | Sandcrawler_back | Staff | Star_Destroyer_right | X_03 | Xwing_back,3,52.2,33,AMT,1/25,White Road Boss,648,"vendor; tokens=amt,white"
AMT White FreightLiner,2,identified_elsewhere,Sandcrawler_back | Tie_Attack,1,56.2,246,AMT,1/25,White Freightliner Dual Drive Truck Tractor,T-568,"vendor; tokens=amt,freightliner,white"
AMT White FreightLiner,2,identified_elsewhere,Sandcrawler_back | Tie_Attack,2,53.3,247,AMT,1/25,White Western Star,T-541,"vendor; tokens=amt,white"
AMT White FreightLiner,2,identified_elsewhere,Sandcrawler_back | Tie_Attack,3,52.2,33,AMT,1/25,White Road Boss,648,"vendor; tokens=amt,white"
AMT White Road Boss,1,identified_in_this_image,ILM_KITS,1,85.6,33,AMT,1/25,White Road Boss,648,"vendor; tokens=amt,boss,road,white; name-ratio=1.00"
AMT White Road Boss,1,identified_in_this_image,ILM_KITS,2,50.1,247,AMT,1/25,White Western Star,T-541,"vendor; tokens=amt,white"
AMT White Road Boss,1,identified_in_this_image,ILM_KITS,3,47.8,231,AMT,1/25,Mustang GT Road Racer,T385,"vendor; tokens=amt,road"
AMT White Western Star,4,identified_elsewhere | identified_in_this_image,Blockade_Runner | Blockade_Runner_02 | ILM_KITS | Staff,1,80.0,247,AMT,1/25,White Western Star,T-541,"vendor; tokens=amt,star,western,white; name-ratio=1.00"
AMT White Western Star,4,identified_elsewhere | identified_in_this_image,Blockade_Runner | Blockade_Runner_02 | ILM_KITS | Staff,2,51.6,33,AMT,1/25,White Road Boss,648,"vendor; tokens=amt,white"
AMT White Western Star,4,identified_elsewhere | identified_in_this_image,Blockade_Runner | Blockade_Runner_02 | ILM_KITS | Staff,3,46.7,246,AMT,1/25,White Freightliner Dual Drive Truck Tractor,T-568,"vendor; tokens=amt,white"
AMT ‘32 Ford Five Window,1,identified_in_this_image,Falcon_toppled,1,78.7,204,AMT,1/25,32 Ford Five-Window Coupe,T147,"vendor; tokens=32,amt,five,ford,window; name-ratio=0.86"
AMT ‘32 Ford Five Window,1,identified_in_this_image,Falcon_toppled,2,60.1,205,AMT,1/25,32 Ford Phaeton,A125,"vendor; tokens=32,amt,ford"
AMT ‘32 Ford Five Window,1,identified_in_this_image,Falcon_toppled,3,50.1,206,AMT,1/25,34 Ford Pickup,T145,"vendor; tokens=amt,ford"
AMT ‘32 Ford Phaeton,2,identified_in_this_image,Falcon_toppled,1,85.6,205,AMT,1/25,32 Ford Phaeton,A125,"vendor; tokens=32,amt,ford,phaeton; name-ratio=1.00"
AMT ‘32 Ford Phaeton,2,identified_in_this_image,Falcon_toppled,2,55.8,204,AMT,1/25,32 Ford Five-Window Coupe,T147,"vendor; tokens=32,amt,ford"
AMT ‘32 Ford Phaeton,2,identified_in_this_image,Falcon_toppled,3,53.2,206,AMT,1/25,34 Ford Pickup,T145,"vendor; tokens=amt,ford"
AMT ‘34 Ford Pickup,2,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Sandcrawler_back,1,85.6,206,AMT,1/25,34 Ford Pickup,T145,"vendor; tokens=34,amt,ford,pickup; name-ratio=1.00"
AMT ‘34 Ford Pickup,2,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Sandcrawler_back,2,68.9,234,AMT,1/25,New Ford Pickup,T387,"vendor; tokens=amt,ford,pickup; name-ratio=0.83"
AMT ‘34 Ford Pickup,2,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Sandcrawler_back,3,59.4,208,AMT,1/25,53 Ford Pickup Street Rods,T410,"vendor; tokens=amt,ford,pickup"
AMT ‘40 Ford Sedan Delivery,1,identified_in_this_image,X_03,1,87.0,207,AMT,1/25,40 Ford Sedan Delivery,T149,"vendor; tokens=40,amt,delivery,ford,sedan; name-ratio=1.00"
AMT ‘40 Ford Sedan Delivery,1,identified_in_this_image,X_03,2,56.1,212,AMT,1/25,65 Ford Galaxie XL,T407,"vendor; tokens=amt,ford; serial-ish"
AMT ‘40 Ford Sedan Delivery,1,identified_in_this_image,X_03,3,54.1,387,AMT,1/25,Ford C-600 City Delivery,T-548/ T596,"vendor; tokens=amt,delivery,ford"
AMT ’53 Ford Pickup,1,identified_elsewhere,Xwing_back,1,71.3,206,AMT,1/25,34 Ford Pickup,T145,"vendor; tokens=amt,ford,pickup; name-ratio=0.93"
AMT ’53 Ford Pickup,1,identified_elsewhere,Xwing_back,2,68.9,234,AMT,1/25,New Ford Pickup,T387,"vendor; tokens=amt,ford,pickup; name-ratio=0.83"
AMT ’53 Ford Pickup,1,identified_elsewhere,Xwing_back,3,68.8,208,AMT,1/25,53 Ford Pickup Street Rods,T410,"vendor; tokens=53,amt,ford,pickup; name-ratio=0.70"
AMT. California Hauler,1,identified_elsewhere,Tie_Attack,1,63.0,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=amt,california,hauler; name-ratio=0.71"
AMT. California Hauler,1,identified_elsewhere,Tie_Attack,2,44.5,205,AMT,1/25,32 Ford Phaeton,A125,vendor; tokens=amt
AMT. California Hauler,1,identified_elsewhere,Tie_Attack,3,44.3,251,AMT,1/25,Corvair Custom,T159,vendor; tokens=amt
AMTi 1:43 Peterbilt 359,1,identified_elsewhere,Star_Destroyer_right,1,84.2,254,AMT,1/43,Peterbilt 359 (1/43 T'N'T Series),T-700,"vendor; scale; tokens=1/43,359,amt,peterbilt"
AMTi 1:43 Peterbilt 359,1,identified_elsewhere,Star_Destroyer_right,2,61.9,252,AMT,1/43,Exterior post van,T-704,vendor; scale; tokens=amt
AMTi 1:43 Peterbilt 359,1,identified_elsewhere,Star_Destroyer_right,3,54.4,253,AMT,1/43,Fruehauf FB 40 Foot Refrigerator Van Reefer,T-701,vendor; scale; tokens=amt
AMZ White Road Boss,1,identified_elsewhere,Blockade_Runner,1,85.6,33,AMT,1/25,White Road Boss,648,"vendor; tokens=amt,boss,road,white; name-ratio=1.00"
AMZ White Road Boss,1,identified_elsewhere,Blockade_Runner,2,50.1,247,AMT,1/25,White Western Star,T-541,"vendor; tokens=amt,white"
AMZ White Road Boss,1,identified_elsewhere,Blockade_Runner,3,47.8,231,AMT,1/25,Mustang GT Road Racer,T385,"vendor; tokens=amt,road"
ARII Chieftain,1,identified_in_this_image,Tile,1,52.0,256,ARII,No scale,British Army Medium Tank Chieftain,No number,"vendor; tokens=arii,chieftain"
ARII Chieftain,1,identified_in_this_image,Tile,2,40.6,257,ARII,No scale,Russian Heavy Tank T-10 Stalin,No number,vendor; tokens=arii
ARII Chieftain,1,identified_in_this_image,Tile,3,34.5,113,Nitto,,Chieftain,543,tokens=chieftain; name-ratio=1.00
ARII T-10 Stalin,1,identified_in_this_image,Tile,1,64.9,257,ARII,No scale,Russian Heavy Tank T-10 Stalin,No number,"vendor; tokens=10,arii,stalin,t"
ARII T-10 Stalin,1,identified_in_this_image,Tile,2,40.1,256,ARII,No scale,British Army Medium Tank Chieftain,No number,vendor; tokens=arii
Aurora B-25 Mitchell Bomber,3,identified_elsewhere | identified_in_this_image,Blockade_Runner | Sandcrawler_back | Staff,1,87.0,261,Aurora,1/32,B-25 Mitchell Bomber,397,"vendor; tokens=25,aurora,b,bomber,mitchell; name-ratio=1.00"
Aurora B-25 Mitchell Bomber,3,identified_elsewhere | identified_in_this_image,Blockade_Runner | Sandcrawler_back | Staff,2,41.0,258,Aurora,1/19,SE-5 British Scout,399,vendor; tokens=aurora
Aurora B-25 Mitchell Bomber,3,identified_elsewhere | identified_in_this_image,Blockade_Runner | Sandcrawler_back | Staff,3,41.0,262,Aurora,1/48,British Churchill Tank,315 / 327,vendor; tokens=aurora
Aurora Boeing 727,1,identified_in_this_image,ILM_Shop_Image,1,52.3,268,Aurora,1/96,The Wings of Man Eastern Boeing 727 Whisperjet,351,"vendor; tokens=727,aurora,boeing"
Aurora Boeing 727,1,identified_in_this_image,ILM_Shop_Image,2,38.4,260,Aurora,1/27,P-51 Mustang,377,vendor; tokens=aurora
Aurora Boeing 727,1,identified_in_this_image,ILM_Shop_Image,3,38.2,265,Aurora,1/48,World War II Sherman Tank,329,vendor; tokens=aurora
Aurora Curtis  P-40,1,identified_in_this_image,ILM_Shop_Image,1,76.3,259,Aurora,1/27,Curtis [sic]  P-40,378,"vendor; tokens=40,aurora,curtis,p; name-ratio=0.85"
Aurora Curtis  P-40,1,identified_in_this_image,ILM_Shop_Image,2,44.2,260,Aurora,1/27,P-51 Mustang,377,"vendor; tokens=aurora,p"
Aurora Curtis  P-40,1,identified_in_this_image,ILM_Shop_Image,3,41.3,37,Aurora,1/19,Fokker D7 Giant Size No Cement Needed Simple Screwdriver Assembly,398-400,vendor; tokens=aurora; serial-ish
Aurora Forrestal,2,identified_elsewhere | identified_in_this_image,Tie_01 | Wingman,1,47.5,267,Aurora,1/600,U.S.S. Forrestal (Saratoga / Independence),701,"vendor; tokens=aurora,forrestal"
Aurora Forrestal,2,identified_elsewhere | identified_in_this_image,Tie_01 | Wingman,2,41.9,260,Aurora,1/27,P-51 Mustang,377,vendor; tokens=aurora
Aurora Forrestal,2,identified_elsewhere | identified_in_this_image,Tie_01 | Wingman,3,41.7,41,Aurora,1/600,Graf Spee,709,vendor; tokens=aurora
Aurora Graf Spee,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_KITS,1,83.5,41,Aurora,1/600,Graf Spee,709,"vendor; tokens=aurora,graf,spee; name-ratio=1.00"
Aurora Graf Spee,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_KITS,2,41.2,259,Aurora,1/27,Curtis [sic]  P-40,378,vendor; tokens=aurora
Aurora Graf Spee,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_KITS,3,39.7,265,Aurora,1/48,World War II Sherman Tank,329,vendor; tokens=aurora
Aurora Iowa,7,identified_elsewhere,Finest_Collection | Fleet | Staff | Tie_01 | TileCreation | Wingman | Xs_and_Ys.,1,53.1,266,Aurora,1/600,Battleship USS Iowa,705,"vendor; tokens=aurora,iowa"
Aurora Iowa,7,identified_elsewhere,Finest_Collection | Fleet | Staff | Tie_01 | TileCreation | Wingman | Xs_and_Ys.,2,40.1,41,Aurora,1/600,Graf Spee,709,vendor; tokens=aurora
Aurora Iowa,7,identified_elsewhere,Finest_Collection | Fleet | Staff | Tie_01 | TileCreation | Wingman | Xs_and_Ys.,3,38.4,258,Aurora,1/19,SE-5 British Scout,399,vendor; tokens=aurora
Aurora ISS Iowa,1,identified_in_this_image,Blockade_Runner,1,56.2,266,Aurora,1/600,Battleship USS Iowa,705,"vendor; tokens=aurora,iowa"
Aurora ISS Iowa,1,identified_in_this_image,Blockade_Runner,2,41.6,259,Aurora,1/27,Curtis [sic]  P-40,378,vendor; tokens=aurora
Aurora ISS Iowa,1,identified_in_this_image,Blockade_Runner,3,40.7,262,Aurora,1/48,British Churchill Tank,315 / 327,vendor; tokens=aurora
Aurora P-51 Mustang,1,identified_in_this_image,ILM_Shop_Image,1,85.6,260,Aurora,1/27,P-51 Mustang,377,"vendor; tokens=51,aurora,mustang,p; name-ratio=1.00"
Aurora P-51 Mustang,1,identified_in_this_image,ILM_Shop_Image,2,45.6,268,Aurora,1/96,The Wings of Man Eastern Boeing 727 Whisperjet,351,vendor; tokens=aurora; serial-ish
Aurora P-51 Mustang,1,identified_in_this_image,ILM_Shop_Image,3,42.1,259,Aurora,1/27,Curtis [sic]  P-40,378,"vendor; tokens=aurora,p"
Aurora SE-5 British Scout,2,identified_in_this_image,ILM_Shop_Image,1,87.0,258,Aurora,1/19,SE-5 British Scout,399,"vendor; tokens=5,aurora,british,scout,se; name-ratio=1.00"
Aurora SE-5 British Scout,2,identified_in_this_image,ILM_Shop_Image,2,57.6,262,Aurora,1/48,British Churchill Tank,315 / 327,"vendor; tokens=aurora,british; serial-ish"
Aurora SE-5 British Scout,2,identified_in_this_image,ILM_Shop_Image,3,48.5,266,Aurora,1/600,Battleship USS Iowa,705,vendor; tokens=aurora; serial-ish
Aurora Sealab,1,identified_elsewhere,Falcon_toppled,1,51.5,42,Aurora,1/93,U.S. Navy Sealab III,721,"vendor; tokens=aurora,sealab"
Aurora Sealab,1,identified_elsewhere,Falcon_toppled,2,42.8,41,Aurora,1/600,Graf Spee,709,vendor; tokens=aurora
Aurora Sealab,1,identified_elsewhere,Falcon_toppled,3,40.3,260,Aurora,1/27,P-51 Mustang,377,vendor; tokens=aurora
Aurora Sealab (?),1,identified_in_this_image,Wingman,1,51.5,42,Aurora,1/93,U.S. Navy Sealab III,721,"vendor; tokens=aurora,sealab"
Aurora Sealab (?),1,identified_in_this_image,Wingman,2,42.8,41,Aurora,1/600,Graf Spee,709,vendor; tokens=aurora
Aurora Sealab (?),1,identified_in_this_image,Wingman,3,40.3,260,Aurora,1/27,P-51 Mustang,377,vendor; tokens=aurora
Aurora Sherman,1,identified_in_this_image,ILM_Shop_Image,1,50.5,265,Aurora,1/48,World War II Sherman Tank,329,"vendor; tokens=aurora,sherman"
Aurora Sherman,1,identified_in_this_image,ILM_Shop_Image,2,42.6,260,Aurora,1/27,P-51 Mustang,377,vendor; tokens=aurora
Aurora Sherman,1,identified_in_this_image,ILM_Shop_Image,3,42.4,41,Aurora,1/600,Graf Spee,709,vendor; tokens=aurora
Aurora Valkyre,1,identified_in_this_image,Wingman,1,42.6,36,Aurora,1/105,North American XB-70 Valkyrie,370,vendor; tokens=aurora
Aurora Valkyre,1,identified_in_this_image,Wingman,2,42.4,41,Aurora,1/600,Graf Spee,709,vendor; tokens=aurora
Aurora Valkyre,1,identified_in_this_image,Wingman,3,40.5,266,Aurora,1/600,Battleship USS Iowa,705,vendor; tokens=aurora
Bandai  Jagdpanther,1,identified_in_this_image,ILM_Shop_Image,1,55.5,50,Bandai,1/24,Tank Destroyer V Jagdpanther,8273,"vendor; tokens=bandai,jagdpanther"
Bandai  Jagdpanther,1,identified_in_this_image,ILM_Shop_Image,2,52.1,53,Bandai,1/48,"Jagdpanzer ""Hetzer""",8239-250,vendor; tokens=bandai; name-ratio=0.71
Bandai  Jagdpanther,1,identified_in_this_image,ILM_Shop_Image,3,47.9,276,Bandai,1/48,Tank Destroyer Jagd-Panther,8260,vendor; tokens=bandai
Bandai 1:24  Interceptor Shiden,1,identified_in_this_image,ILM_Shop_Image,1,80.5,48,Bandai,1/24,Interceptor Shiden 21 N1K2-J,8522,"vendor; scale; tokens=bandai,interceptor,shiden; name-ratio=0.78"
Bandai 1:24  Interceptor Shiden,1,identified_in_this_image,ILM_Shop_Image,2,56.9,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; scale; tokens=bandai
Bandai 1:24  Interceptor Shiden,1,identified_in_this_image,ILM_Shop_Image,3,56.1,47,Bandai,1/24,Panzerkampfwagen Panther G,8212-4500,vendor; scale; tokens=bandai
Bandai 1:24 Jagdpanther,1,identified_in_this_image,ILM_Shop_Image,1,71.5,50,Bandai,1/24,Tank Destroyer V Jagdpanther,8273,"vendor; scale; tokens=bandai,jagdpanther"
Bandai 1:24 Jagdpanther,1,identified_in_this_image,ILM_Shop_Image,2,62.9,47,Bandai,1/24,Panzerkampfwagen Panther G,8212-4500,vendor; scale; tokens=bandai
Bandai 1:24 Jagdpanther,1,identified_in_this_image,ILM_Shop_Image,3,56.0,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; scale; tokens=bandai
Bandai 1:24 M60,4,identified_elsewhere | identified_in_this_image,5757 | Blockade_Runner | Blockade_Runner_02 | Tile,1,60.7,270,Bandai,1/24,U.S. Army Medium Tank M60,8204,"vendor; scale; tokens=bandai,m60"
Bandai 1:24 M60,4,identified_elsewhere | identified_in_this_image,5757 | Blockade_Runner | Blockade_Runner_02 | Tile,2,57.0,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; scale; tokens=bandai
Bandai 1:24 M60,4,identified_elsewhere | identified_in_this_image,5757 | Blockade_Runner | Blockade_Runner_02 | Tile,3,52.9,47,Bandai,1/24,Panzerkampfwagen Panther G,8212-4500,vendor; scale; tokens=bandai
Bandai 1:24 Panther G,3,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Wingman,1,76.3,47,Bandai,1/24,Panzerkampfwagen Panther G,8212-4500,"vendor; scale; tokens=bandai,g,panther"
Bandai 1:24 Panther G,3,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Wingman,2,59.7,50,Bandai,1/24,Tank Destroyer V Jagdpanther,8273,vendor; scale; tokens=bandai
Bandai 1:24 Panther G,3,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Wingman,3,56.8,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; scale; tokens=bandai
Bandai 1:30 Diamond M-36,1,identified_elsewhere,Wingman,1,65.5,271,Bandai,1/30,U.S. Army Ordnance Diamond M-36 2 1/2 ton Cargo Truck,6421.0,"vendor; scale; tokens=36,bandai,diamond,m"
Bandai 1:30 Diamond M-36,1,identified_elsewhere,Wingman,2,38.3,274,Bandai,1/48,Matilda,8363.0,vendor; scale-mismatch; tokens=bandai; serial-ish
Bandai 1:30 Diamond M-36,1,identified_elsewhere,Wingman,3,32.8,270,Bandai,1/24,U.S. Army Medium Tank M60,8204,vendor; scale-mismatch; tokens=bandai
Bandai 1:48 Panther G,6,identified_elsewhere | identified_in_this_image,ILM_KITS | ILM_Shop_Image | Landspeeders | X_03,1,75.7,62,Bandai,1/48,Panzerkampfwagen V Panther G,8228,"vendor; scale; tokens=bandai,g,panther"
Bandai 1:48 Panther G,6,identified_elsewhere | identified_in_this_image,ILM_KITS | ILM_Shop_Image | Landspeeders | X_03,2,65.8,276,Bandai,1/48,Tank Destroyer Jagd-Panther,8260,"vendor; scale; tokens=bandai,panther"
Bandai 1:48 Panther G,6,identified_elsewhere | identified_in_this_image,ILM_KITS | ILM_Shop_Image | Landspeeders | X_03,3,62.3,53,Bandai,1/48,"Jagdpanzer ""Hetzer""",8239-250,vendor; scale; tokens=bandai
Bandai 75mm Anti Tank Gun,1,identified_in_this_image,ILM_Shop_Image,1,78.1,272,Bandai,1/48,75mm German Anti Tank Gun,8253,"vendor; tokens=75mm,anti,bandai,gun,tank; name-ratio=0.84"
Bandai 75mm Anti Tank Gun,1,identified_in_this_image,ILM_Shop_Image,2,63.9,51,Bandai,1/48,"Anti Tank Gun IV ""Nashorn""",058258,"vendor; tokens=anti,bandai,gun,tank"
Bandai 75mm Anti Tank Gun,1,identified_in_this_image,ILM_Shop_Image,3,48.7,269,Bandai,1/15,German Tank IV-F2,4101-2500,"vendor; tokens=bandai,tank"
Bandai 8-Ton Semi Truck,1,identified_in_this_image,ILM_Shop_Image,1,66.6,58,Bandai,1/48,8ton Semi Truck (Sd.Kfz.7),8235,"vendor; tokens=bandai,semi,truck; name-ratio=0.75; serial-ish"
Bandai 8-Ton Semi Truck,1,identified_in_this_image,ILM_Shop_Image,2,50.9,273,Bandai,1/48,8 Wheeled Armored Car,8238.0,"vendor; tokens=8,bandai; serial-ish"
Bandai 8-Ton Semi Truck,1,identified_in_this_image,ILM_Shop_Image,3,48.0,272,Bandai,1/48,75mm German Anti Tank Gun,8253,vendor; tokens=bandai; serial-ish
Bandai Aero Subaru,2,identified_elsewhere | identified_in_this_image,ILM_KITS | ILM_Shop_Image,1,67.2,63,Bandai,1/48,Aero Subaru FA 200,8515A,"vendor; tokens=aero,bandai,subaru; name-ratio=0.76"
Bandai Aero Subaru,2,identified_elsewhere | identified_in_this_image,ILM_KITS | ILM_Shop_Image,2,44.1,67,Bandai,1/48,Piper Super Cub PA18,8530P,vendor; tokens=bandai
Bandai Aero Subaru,2,identified_elsewhere | identified_in_this_image,ILM_KITS | ILM_Shop_Image,3,42.6,53,Bandai,1/48,"Jagdpanzer ""Hetzer""",8239-250,vendor; tokens=bandai
Bandai Beach Bonanza,1,identified_in_this_image,ILM_Shop_Image,1,57.6,59,Bandai,1/48,Beech Bonanza V35 Bandai,8530B,"vendor; tokens=bandai,bonanza"
Bandai Beach Bonanza,1,identified_in_this_image,ILM_Shop_Image,2,42.1,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; tokens=bandai
Bandai Beach Bonanza,1,identified_in_this_image,ILM_Shop_Image,3,41.7,389,Bandai,1/48,Möbelwagen - Flakpanzer IV,8285.0,vendor; tokens=bandai
Bandai Hummel,1,identified_in_this_image,Pirateship,1,47.0,43,Bandai,1/15,150mm Howitzer S.P.IV HUMMEL,8351,"vendor; tokens=bandai,hummel"
Bandai Hummel,1,identified_in_this_image,Pirateship,2,43.8,274,Bandai,1/48,Matilda,8363.0,vendor; tokens=bandai
Bandai Hummel,1,identified_in_this_image,Pirateship,3,42.4,65,Bandai,1/48,Schwimmwagen Type K2,8237,vendor; tokens=bandai
Bandai Jagdpanzer Hetzer,1,identified_in_this_image,ILM_Shop_Image,1,77.2,53,Bandai,1/48,"Jagdpanzer ""Hetzer""",8239-250,"vendor; tokens=bandai,hetzer,jagdpanzer; name-ratio=1.00"
Bandai Jagdpanzer Hetzer,1,identified_in_this_image,ILM_Shop_Image,2,44.4,47,Bandai,1/24,Panzerkampfwagen Panther G,8212-4500,vendor; tokens=bandai
Bandai Jagdpanzer Hetzer,1,identified_in_this_image,ILM_Shop_Image,3,43.9,62,Bandai,1/48,Panzerkampfwagen V Panther G,8228,vendor; tokens=bandai
Bandai Kübelwagen,3,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_Shop_Image,1,57.5,55,Bandai,1/48,Pkw. K1 Type 82 Kübelwagen,8223,"vendor; tokens=bandai,belwagen,k"
Bandai Kübelwagen,3,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_Shop_Image,2,51.2,389,Bandai,1/48,Möbelwagen - Flakpanzer IV,8285.0,"vendor; tokens=bandai,belwagen"
Bandai Kübelwagen,3,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_Shop_Image,3,42.0,65,Bandai,1/48,Schwimmwagen Type K2,8237,vendor; tokens=bandai
Bandai M60,1,identified_elsewhere,Wingman,1,43.8,270,Bandai,1/24,U.S. Army Medium Tank M60,8204,"vendor; tokens=bandai,m60"
Bandai M60,1,identified_elsewhere,Wingman,2,41.2,274,Bandai,1/48,Matilda,8363.0,vendor; tokens=bandai
Bandai M60,1,identified_elsewhere,Wingman,3,40.4,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; tokens=bandai
Bandai Nashorn,1,identified_in_this_image,ILM_Shop_Image,1,50.8,51,Bandai,1/48,"Anti Tank Gun IV ""Nashorn""",058258,"vendor; tokens=bandai,nashorn"
Bandai Nashorn,1,identified_in_this_image,ILM_Shop_Image,2,42.0,66,Bandai,1/48,Cessna 150,8515C,vendor; tokens=bandai
Bandai Nashorn,1,identified_in_this_image,ILM_Shop_Image,3,41.0,53,Bandai,1/48,"Jagdpanzer ""Hetzer""",8239-250,vendor; tokens=bandai
Bandai Piper Super Club,1,identified_in_this_image,ILM_Shop_Image,1,66.0,67,Bandai,1/48,Piper Super Cub PA18,8530P,"vendor; tokens=bandai,piper,super; name-ratio=0.83"
Bandai Piper Super Club,1,identified_in_this_image,ILM_Shop_Image,2,52.7,60,Bandai,1/48,Piper Cherokee 140,8520,"vendor; tokens=bandai,piper"
Bandai Piper Super Club,1,identified_in_this_image,ILM_Shop_Image,3,42.5,63,Bandai,1/48,Aero Subaru FA 200,8515A,vendor; tokens=bandai
Bandai Schwimmwagen,1,identified_in_this_image,ILM_Shop_Image,1,62.8,65,Bandai,1/48,Schwimmwagen Type K2,8237,"vendor; tokens=bandai,schwimmwagen; name-ratio=0.75"
Bandai Schwimmwagen,1,identified_in_this_image,ILM_Shop_Image,2,43.7,46,Bandai,1/24,Messerschmitt Bf109E4,0046781,vendor; tokens=bandai
Bandai Schwimmwagen,1,identified_in_this_image,ILM_Shop_Image,3,42.0,275,Bandai,1/48,Schützenpanzerwagen Sd Kfz 251/1,8222,vendor; tokens=bandai
Bandai Tank IV F2,1,identified_in_this_image,Pirateship_02,1,69.8,269,Bandai,1/15,German Tank IV-F2,4101-2500,"vendor; tokens=bandai,f2,iv,tank; name-ratio=0.74"
Bandai Tank IV F2,1,identified_in_this_image,Pirateship_02,2,55.0,51,Bandai,1/48,"Anti Tank Gun IV ""Nashorn""",058258,"vendor; tokens=bandai,iv,tank"
Bandai Tank IV F2,1,identified_in_this_image,Pirateship_02,3,48.0,56,Bandai,1/48,Panzerkampfwagen IV Ausf. H,8270.0,"vendor; tokens=bandai,iv"
Bandai Tiger I,1,identified_in_this_image,ILM_Shop_Image,1,49.5,52,Bandai,1/48,Panzerkampfwagen VI Tiger I Sd.Kfz.181,8225,"vendor; tokens=bandai,i,tiger"
